AreaID,areaName
14560,Koppl
14561,Pearland
14562,Hounslow
14563,Fredericia
14564,Olympia
14565,Erpe-Mere
14566,Santa Clarita
14567,Blacksburg
14568,Macau
14569,Duesseldorf
14570,Dallas
14571,Protvino
14572,Whitehouse Station
14573,Breda
14574,Kloten
14575,Wichita
14576,Mapo-gu
14577,Baltimore
14578,Paisley
14579,Regina
14580,Tartu
14581,Peachtree City
14582,Oldham
14583,Valencia
14584,Gaithersburg
14585,Altstätten
14586,Bellevue
14587,Peterborough
14588,Washington
14589,Peachtree City
14590,Agoncillo
14591,Fuerth
14592,Milford
14593,Leimen
14594,Paal Beringen
14595,Zaandam
14596,Stavanger
14597,Pasadena
14598,Cypress
14599,Edinburgh
14600,Sant Cugat Del Valle
14601,Okayama
14602,Carlingford
14603,Kwun Tong
14604,San Mateo
14605,Bergen
14606,Spring City
14607,Huntsville
14608,Fleet
14609,Chorzów
14610,Mönchengladbach
14611,New Fairfield
14612,Edenbridge
14613,Macclesfield
14614,Enfield
14615,Giessen
14616,Porto alegre
14617,Braintree
14618,Phoenix
14619,Woodbridge
14620,Shelton
14621,Brossard
14622,Bologna
14623,London
14624,Louisville
14625,Irving
14626,Brentwood
14627,Sihung-si
14628,Birmingham
14629,Rimini
14630,Bountiful
14631,Springfield
14632,Nagoya
14633,Bolton
14634,Anyang-si
14635,Tampa
14636,Vancouver
14637,Gävle
14638,San Diego
14639,Bad Oeynhausen
14640,Akita
14641,Claymont
14642,Moorestown
14643,Bham
14644,Koufu
14645,Biella
14646,Knutsford
14647,Lexington
14648,Biella
14649,Carlingford
14650,Bristol
14651,Plymouth Meeting
14652,University
14653,Duluth
14654,Koufu
14655,Suwon-city
14656,Saint Paul
14657,Michendorf
14658,East Peoria
14659,Cambridge
14660,Aracruz
14661,Orange
14662,Meerbusch
14663,Tampa
14664,Seattle
14665,Carmichael
14666,Richardson
14667,Redding
14668,Sale
14669,Kozani
14670,Alpharetta
14671,Mogi Guacu
14672,Bedfordshire
14673,Zafferana Etnea
14674,Yamaguchi
14675,Happy Valley
14676,Irving
14677,Wageningen
14678,Hjallerup
14679,Dublin
14680,S. Bernardo do Campo
14681,Steyr
14682,Powell River
14683,Greenville
14684,Horb
14685,Salt Lake City
14686,Mantova
14687,Kozani
14688,Foster City
14689,Bristol
14690,Overland park
14691,Brampton
14692,Powell River
14693,Coquitlam
14694,Duesseldorf
14695,Delafield
14696,Valencia
14697,Vantaa
14698,Lake Bluff
14699,Manchester
14700,Milano
14701,San Francisco
14702,Rio Rancho
14703,Bern
14704,Eisenhüttenstadt
14705,Cesena
14706,Rtp
14707,Stockholm
14708,Echirolles
14709,Archbold
14710,Joinville
14711,Timonium
14712,Salt Lake City
14713,Bracknell
14714,Kevelaer
14715,Cambridge
14716,Rheinfelden
14717,Bernex
14718,Mount Laurel
14719,Eden prairie
14720,Boulder
14721,Birmensdorf
14722,Spring City
14723,Melrose
14724,Double Oak
14725,Maintenon
14726,Claymont
14727,Rheinfelden
14728,Mainz-kastel
14729,Tilburg
14730,Newcastle upon Tyne
14731,Brasília
14732,Milsons Point
14733,Duesseldorf
14734,Campinas
14735,Mainz-kastel
14736,St Leonards
14737,Longview
14738,Tartu
14739,Indianapolis
14740,Den Haag
14741,Tartu
14742,Cedar Rapids
14743,Fuerth
14744,Ft. Lauderdale
14745,Terrasa
14746,Lyon
14747,Aberdeen
14748,Caracas
14749,King of Prussia
14750,Ringwood
14751,Canal Winchester
14752,Hounslow
14753,Fountain Hills
14754,Stocksbridge
14755,Benbrook
14756,Gersthofen
14757,Aiken
14758,Adamstown
14759,Brussel
14760,Ashdod
14761,Köln
14762,Waldorf
14763,Fukushima
14764,Plymouth Meeting
14765,Essen
14766,Hannover
14767,Kista
14768,Genève
14769,Morioka
14770,Atlanta
14771,Leverkusen
14772,Reisterstown
14773,Pasadena
14774,Salisbury
14775,Caguas
14776,Thame
14777,Eschborn
14778,Timonium
14779,Nicosia
14780,Mclean
14781,Cambridge
14782,Orleans
14783,Royston
14784,Gettysburg
14785,Duesseldorf
14786,Belgrad
14787,Lenexa
14788,Duisburg
14789,Rochester
14790,Fort Lee
14791,Yomgok-dong
14792,Tsu
14793,Caguas
14794,La Plata
14795,Portsmouth
14796,Wavre
14797,Warley
14798,Spresiano
14799,Kungki
14800,Shreveport
14801,Miami
14802,Nancy
14803,Columbus
14804,Calgary
14805,Streamwood
14806,Ettlingen
14807,Lakeville
14808,Manaus
14809,Maceio
14810,Research Triangle
14811,Jerusalem
14812,Rockville
14813,Wavre
14814,Vaduz
14815,Ferraz  vasconcelos
14816,Milsons Point
14817,Billund
14818,Biel
14819,Hearst
14820,Mount Laurel
14821,Mason
14822,Anchorage
14823,Fukui
14824,St. Petersburg
14825,Luzern
14826,Belo Horizonte
14827,Rockville
14828,Conshohocken
14829,Koeln
14830,Rheinfelden
14831,Portland
14832,Singapore
14833,Carlingford
14834,Terrasa
14835,Maserada sul Piave
14836,Park Ridge
14837,Takamatsu
14838,Palma de Mallorca
14839,Juazeiro
14840,Brisbane
14841,Goslar
14842,Wichita
14843,Trenton
14844,Wellington
14845,Taipei
14846,Shizuoka
14847,San Jose
14848,Hochwald
14849,Colombo
14850,Yomgok-dong
14851,Herndon
14852,Takamatsu
14853,Charlottesville
14854,Mainz-kastel
14855,Pirmasens
14856,Radovljica
14857,Nagoya
14858,Frederiksberg
14859,Niigata
14860,Issaquah
14861,Vantaa
14862,Silverdale
14863,Piacenza
14864,Chemnitz
14865,Gettysburg
14866,Colombo
14867,Sendai
14868,Zagreb
14869,Frankfurt am Main
14870,Caguas
14871,Menlo Park
14872,Southend on Sea
14873,Gävle
14874,Maceio
14875,Santa Fe
14876,Port Macquarie
14877,Koufu
14878,Lahr
14879,Clark
14880,Westport
14881,Suberg
14882,San Francisco
14883,Bristol
14884,Oosterhout
14885,League city
14886,Kungens kurva
14887,Encinitas
14888,Cromwell
14889,Summerside
14890,Roma
14891,São paulo
14892,Archbold
14893,Gennevilliers
14894,Williamstown
14895,Heiligenhaus
14896,Gävle
14897,Ricardson
14898,Huntington Beach
14899,Fleet
14900,Cheshire
14901,Bremen
14902,Szazhalombatta
14903,Longueuil
14904,Minneapolis
14905,Pearland
14906,Spring Valley
14907,Grand Rapids
14908,Sapulpa
14909,Athens
14910,Boston
14911,Amsterdam
14912,Kungki
14913,Salzburg
14914,Athens
14915,Freiburg
14916,Claymont
14917,Bartlesville
14918,Chemnitz
14919,Knoxville
14920,Luedenscheid
14921,Birmingham
14922,Anyang-si
14923,Albuquerque
14924,Bruxelles
14925,Orleans
14926,Waco
14927,New Delhi
14928,Delafield
14929,Halfway house
14930,Richmond
14931,Wellington
14932,Altstätten
14933,Tilst
14934,Anières
14935,Chambersburg
14936,Houma
14937,Saint-vincent-de-dur
14938,Terrasa
14939,Des Plaines
14940,Kochi
14941,Aurora
14942,Beaverton
14943,Ipswich
14944,Rimini
14945,Ebersdorf
14946,Southend on Sea
14947,Ehningen
14948,Los Angeles
14949,Dublin
14950,Bloemfontein
14951,Redding
14952,Rochester
14953,Madison
14954,Hartmannsdorf
14955,Eiksmarka
14956,Carson City
14957,Campana
14958,Pointe-claire
14959,Elkins Park
14960,Fornacette
14961,Norderstedt
14962,Double Oak
14963,Olympia
14964,Las Vegas
14965,Oldenburg
14966,Freising
14967,Zwolle
14968,Sao roque
14969,Nuernberg
14970,Saitama
14971,Augsburg
14972,Leawood
14973,Itu
14974,Herndon
14975,Kaohsiung
14976,Colorado Springs
14977,Fambach
14978,Libertyville
14979,Mablethorpe
14980,Noumea
14981,King of Prussia
14982,Charleston
14983,Princeton
14984,Mogi Guacu
14985,Spring City
14986,Caguas
14987,El Segundo
14988,Tooele
14989,Laurel
14990,Holderbank
14991,Tilst
14992,Ricardson
14993,Ramat Gan
14994,Rimini
14995,Magstadt
14996,Dresden
14997,Cle Elum
14998,Tlalpan
14999,Takamatsu
15000,Belp
15001,Paço de Arcos
15002,Billerica
15003,Silver Spring
15004,Tustin
15005,Bruneck
15006,Stans
15007,Orleans
15008,Fuerth
15009,Toulouse
15010,Yamaguchi
15011,Sant Cugat Del Valle
15012,Beaverton
15013,Chiba
15014,Raleigh
15015,Bristol
15016,Chur
15017,Jacksonville
15018,Leipzig
15019,Newbury
15020,Cape town
15021,Debary
15022,Happy Valley
15023,Prague
15024,Holderbank
15025,Winterthur
15026,Rorschach
15027,Lima
15028,Santana do parnaíba
15029,Albuquerque
15030,Athens
15031,Carlsbad
15032,Stone Mountain
15033,Di Savigliano
15034,Santa Cruz
15035,Sihung-si
15036,Virginia Beach
15037,Goslar
15038,Salt Lake City
15039,Tooele
15040,Johannesburg
15041,Charleston
15042,Reisterstown
15043,Timonium
15044,Fairbanks
15045,Monmouth
15046,Irkutsk
15047,Lublin
15048,Offenburg
15049,Sarasota
15050,Naha
15051,Pretoria
15052,Arlington
15053,Mississauga
15054,East Peoria
15055,Springfield
15056,Enfield
15057,Rockford
15058,Boulder
15059,Bergen
15060,Oldwick
15061,Coldmeece
15062,Minneapolis
15063,Schenectady
15064,San Jose
15065,Fort Saskatchewan
15066,Neuchâtel
15067,North Yorkshire
15068,Schlieren
15069,Avon
15070,Sainte-foy
15071,Wichita
15072,Park Ridge
15073,Beaverton
15074,Lakeville
15075,Kloten
15076,Cypress
15077,Chiba
15078,Oklahoma city
15079,Boulogne
15080,Sacramento
15081,Potsdam
15082,Bratislava
15083,Indianapolis
15084,København
15085,Aomori
15086,Trento
15087,Key Biscayne
15088,Maryville
15089,Soroe
15090,Houston
15091,Cherepovets
15092,Naha
15093,Amarillo
15094,Leeds
15095,Frankfurt
15096,London
15097,Wuerzburg
15098,Philadelphia
15099,Maarssen
15100,Nizhnevartovsk
15101,Edenbridge
15102,Echirolles
15103,Jun-nam
15104,Paraju
15105,Holderbank
15106,Santa Fe
15107,Marburg
15108,Hampton
15109,Harsum
15110,Ellicott City
15111,Rheinfelden
15112,Lake Forest
15113,Maarssen
15114,Bautzen
15115,Ankara
15116,Meerbusch
15117,Stellenbosch
15118,Parsippany
15119,San Jose
15120,Solon
15121,Erlangen
15122,Paramus
15123,Palma de Mallorca
15124,Gdansk
15125,Olsztyn
15126,Saint-vincent-de-dur
15127,Torino
15128,Palma de Mallorca
15129,Schaumburg
15130,Zafferana Etnea
15131,Brisbane
15132,Herzlia
15133,Noumea
15134,Pasadena
15135,Louisville
15136,Port Macquarie
15137,South Jordan
15138,St-bruno
15139,Meppel
15140,Mendoza
15141,Uden
15142,Augst
15143,Franklin
15144,Herzlia
15145,Scottsdale
15146,Edmonton
15147,Auckland
15148,Gaithersburg
15149,Saga
15150,Fukushima
15151,Limeira
15152,Altstätten
15153,Hunt Valley
15154,Boulogne
15155,Batavia
15156,Noumea
15157,Storrington
15158,Charlotte
15159,Veenendaal
15160,Gattico
15161,Pensacola
15162,Regensburg
15163,Winterthur
15164,Sursee
15165,Friedrichshafe
15166,Nagasaki
15167,Gaza
15168,Gaza
15169,Los Angeles
15170,Oakland
15171,Burlington
15172,Velizy Villacoublay
15173,Glen allen
15174,Sao paulo
15175,Kopavogur
15176,Winterthur
15177,Milano
15178,Dardilly
15179,Trento
15180,Rome
15181,Thame
15182,Ft. Lauderdale
15183,Manaus
15184,Hampton
15185,Paal Beringen
15186,Kloten
15187,Reston
15188,Dublin
15189,Wichita
15190,Leawood
15191,Venice
15192,Berkshire
15193,Padova
15194,Thames Ditton
15195,Southend on Sea
15196,Herdecke
15197,Copenhagen
15198,San Jose
15199,Rockland
15200,Jacksonville
15201,Tucson
15202,Duisburg
15203,Albuquerque
15204,Bay Shore
15205,Laurel
15206,Kumamoto
15207,Fukuoka
15208,Banbury
15209,Hartford
15210,Forest Park
15211,Royersford
15212,Jakarta
15213,Ingelheim
15214,Nuernberg
15215,Phoenix
15216,Jakarta
15217,King of Prussia
15218,Canberra
15219,Biella
15220,Elkins Park
15221,Market Harborough
15222,Elche
15223,Richmond
15224,Tokushima
15225,Pusan
15226,Rochester
15227,Genève
15228,Rockland
15229,Englewood Cliffs
15230,Belgrad
15231,Helsinki
15232,Macclesfield
15233,Joinville
15234,Firenze
15235,Tokyo
15236,Budapest
15237,Nantes
15238,Carlingford
15239,Omaha
15240,Courbevoie
15241,Freiburg
15242,Lyngby
15243,San Francisco
15244,Kristiansand
15245,Balmoral
15246,Rueil-Malmaison
15247,Lodi
15248,New Haven
15249,San Francisco
15250,Paramus
15251,Fredericia
15252,Rosemead
15253,Solikamsk
15254,Erlangen
15255,Zürich
15256,Duesseldorf
15257,Maidenhead
15258,Kyunnam
15259,Fort gordon
15260,Leimen
15261,Dearborn
15262,Tulsa
15263,Athens
15264,Stafford
15265,Itu
15266,Forest Park
15267,Carlingford
15268,Fort Lee
15269,Madrid
15270,Springfield
15271,New Delhi
15272,Overland park
15273,Warley
15274,Fuerth
15275,Chur
15276,Yamagata
15277,Bellevue
15278,Dorval
15279,Tucson
15280,Framingham
15281,Pacific Grove
15282,Harahan
15283,Kaiserslautern
15284,Karlsruhe
15285,Sao paulo
15286,Verdun
15287,Lincoln
15288,Oosterhout
15289,Washington
15290,Yucca
15291,Juno Beach
15292,Farnham
15293,West Point
15294,Billund
15295,Peine
15296,Torino
15297,Anchorage
15298,Mantova
15299,Newton-le-willows
15300,Marburg
15301,Drogenbos
15302,Pomona
15303,Grapevine
15304,Hilversum
15305,Oulu
15306,Paal Beringen
15307,Salisbury
15308,Libertyville
15309,Maidstone
15310,Santana do parnaíba
15311,Helsingborg
15312,Dartmouth
15313,Olsztyn
15314,Holts Summit
15315,Matsuyama
15316,Clark
15317,Or-yehuda
15318,Fort gordon
15319,Suwon
15320,Bekescsaba
15321,Bloomington
15322,Benbrook
15323,Burwood East
15324,Cannock
15325,Ashland
15326,Leawood
15327,West Launceston
15328,Nicosia
15329,Syracuse
15330,Dresden
15331,Gliwice
15332,Plymouth Meeting
15333,Vantaa
15334,Pitstone
15335,Firenze
15336,Buffalo
15337,Cannock
15338,Waterloo
15339,Sihung-si
15340,Green bay
15341,Fort Lee
15342,Beaverton
15343,Port Macquarie
15344,Rothenburg
15345,Pointe-claire
15346,Hjallerup
15347,Colorado Springs
15348,Mogi Guacu
15349,San Francisco
15350,Pulheim-brauweiler
15351,Denver
15352,Ciudad del Este
15353,Lublin
15354,Matsue
15355,Gettysburg
15356,Melrose park
15357,Lake Oswego
15358,Battle Creek
15359,Valencia
15360,Cottbus
15361,Brossard
15362,Cambridge
15363,Dreieich
15364,Mönchengladbach
15365,Aberdeen
15366,Uetikon am See
15367,Shizuoka
15368,Moscow
15369,Mablethorpe
15370,Huntington Beach
15371,Hannover
15372,Santa Clarat
15373,Coventry
15374,Salvador
15375,Goteborg
15376,Pottendorf
15377,Bartlett
15378,Goiania
15379,Genève
15380,Reykjavik
15381,Zwolle
15382,Ipswich
15383,Farmington Hills
15384,Narrows
15385,Blue bell
15386,Greenwood Village
15387,Concordville
15388,Taoyuan
15389,Netanya
15390,Ben-Gurion
15391,Maceio
15392,Rueil-Malmaison
15393,Udine
15394,Suwon
15395,Tadley
15396,Dublin
15397,Sale
15398,Mississauga
15399,Uetikon am See
15400,Almaty
15401,Fukuoka
15402,Bellevue
15403,Ohtsu
15404,Maidenhead
15405,Nordhausen
15406,Orange
15407,Vista
15408,Sorocaba
15409,Springville
15410,Salem
15411,San Antonio
15412,Oldwick
15413,West Point
15414,Herzogenrath
15415,Middletown
15416,Silver Spring
15417,Istanbul
15418,Vallauris
15419,Utrecht
15420,Pordenone
15421,Nantes
15422,Framingaham
15423,Chicago
15424,Akron
15425,Noumea
15426,Kristiansand
15427,Oosterhout
15428,New York
15429,Monterey
15430,Pulheim-brauweiler
15431,Colombo
15432,Pomona
15433,Pecs
15434,Annandale
15435,Orange
15436,Huntington Beach
15437,Sundsvall
15438,Birmensdorf
15439,Vallauris
15440,Koeln
15441,Bartlesville
15442,Louisville
15443,Gdansk
15444,El Paso
15445,Burgess Hill
15446,Rtp
15447,Courbevoie
15448,Highton
15449,Lucca
15450,Blacksburg
15451,Changwon-si
15452,Massagno
15453,Wörth
15454,Bonn
15455,Valladolid
15456,Palo Alto
15457,Glendale
15458,Sacramento
15459,Edison
15460,Lima
15461,Graz
15462,Ingelheim
15463,Macau
15464,Coldmeece
15465,Horb
15466,Milwaukee
15467,Gummersbach
15468,Cedar Park
15469,Birkenhead
15470,Hiroshima
15471,Salzburg
15472,Cambridge
15473,New York City
15474,Swarthmore
15475,Juazeiro
15476,Lengdorf
15477,Vienna
15478,Ternitz
15479,New York
15480,Berkeley
15481,Neustadt
15482,Greenville
15483,Pearland
15484,Zuerich
15485,Hong Kong
15486,Alleroed
15487,Bremen
15488,Vista
15489,Framingham
15490,Horsham
15491,Towson
15492,Wavre
15493,Samrand
15494,Rueil-Malmaison
15495,Fort Lewis
15496,Sugar Hill
15497,Redwood Shores
15498,Ringwood
15499,Long Island City
15500,Towson
15501,Seongnam-si
15502,Orlando
15503,Slmea
15504,Forest Park
15505,Cuenca
15506,Potsdam
15507,Los Alamos
15508,Pirapora bom Jesus
15509,Odense
15510,Paramus
15511,Oslo
15512,Aurora
15513,Mt. Laurel
15514,Kongserbg
15515,Aurora
15516,Toronto
15517,Fort Collins
15518,Di Savigliano
15519,Canal Winchester
15520,North Point
15521,Edenbridge
15522,Caguas
15523,Palo Alto
15524,Pompeia
15525,Stavanger
15526,Balmoral
15527,Mclean
15528,Kumamoto
15529,Taipei
15530,Birmingham
15531,Schaumburg
15532,Lake worth
15533,Breda
15534,Braintree
15535,Pasadena
15536,Lehi
15537,Koufu
15538,Springville
15539,Cheshire
15540,Mablethorpe
15541,Varzea grande
15542,Edenbridge
15543,Warrenton
15544,Salvador
15545,Rosemead
15546,Akron
15547,Kopavogur
15548,Hamburg
15549,Varzea grande
15550,Oberwangen
15551,Pensacola
15552,Waalwijk
15553,Ben-Gurion
15554,München
15555,Santa Cruz
15556,Mississauga
15557,Buenos Aires
15558,Ulm
15559,Nantes
15560,Raleigh
15561,Hounslow
15562,Sapulpa
15563,Slmea
15564,Wakayama
15565,Tallahassee
15566,Grand Rapids
15567,Valencia
15568,Banbury
15569,Hamburg
15570,San Mateo
15571,Meerbusch
15572,Warren
15573,Bkk
15574,Erlangen
15575,Newbury
15576,Wellington
15577,Guelph
15578,Odense
15579,Bay Shore
15580,Miyazaki
15581,Boulder
15582,Billund
15583,Aurora
15584,Milton
15585,Coventry
15586,Pusan
15587,Cleveland
15588,Aomori
15589,Nantes
15590,Fair Lawn
15591,Suwon-city
15592,Agoncillo
15593,Herzlia
15594,New boston
15595,Lakewood
15596,Bern
15597,St-laurent
15598,Americana
15599,Geneva
15600,Duluth
15601,Massagno
15602,Horsham
15603,Cottbus
15604,Tsu
15605,Vienna
15606,Olympia
15607,Oldwick
15608,Agoncillo
15609,Bountiful
15610,Coimbra
15611,Boucherville
15612,Bradenton
15613,Arlington
15614,Cuenca
15615,Stafford
15616,Leimen
15617,Wageningen
15618,Herndon
15619,Oxford
15620,Saint Ouen
15621,Sapporo
15622,Billerica
15623,Overland park
15624,Harahan
15625,Marburg
15626,Daejeon
15627,Kungens kurva
15628,Belo Horizonte
15629,Lexington
15630,Bønes
15631,Odense
15632,Dreieich
15633,Dorval
15634,Swannanoa
15635,Maintenon
15636,Bloomington
15637,Pirmasens
15638,Buffalo Grove
15639,Sendai
15640,Annandale
15641,Hjallerup
15642,Herzogenrath
15643,Charlotte
15644,Happy Valley
15645,Fair Lawn
15646,Milpitas
15647,Edmonton
15648,Rua eteno
15649,Pacific Grove
15650,Orlando
15651,Hearst
15652,Wuerzburg
15653,San Mateo
15654,Portsmouth
15655,Caguas
15656,California
15657,Carlingford
15658,Exeter
15659,Warren
15660,Montreal
15661,Lahr
15662,Kanazawa
15663,Chemnitz
15664,Sao caetano do sul
15665,Richardson
15666,Birmensdorf
15667,Londrina
15668,Riverdale
15669,North Wales
15670,Stone Mountain
15671,Verdun
15672,Meppel
15673,Sao caetano do sul
15674,Athens
15675,Madison
15676,Aomori
15677,Austin
15678,Doncaster
15679,Northampton
15680,Veenendaal
15681,Hannover
15682,Ft. Lauderdale
15683,Chapeco
15684,Reston
15685,Media
15686,Moorestown
15687,Ehningen
15688,Ismaning
15689,Zaandam
15690,Gummersbach
15691,Matsue
15692,Billerica
15693,Berkshire
15694,Matsue
15695,Berwyn
15696,Tallahassee
15697,Sugar Land
15698,Brussel
15699,Fuchstal-asch
15700,Irving
15701,Guamo
15702,Brentwood
15703,Woodland Hills
15704,Freising
15705,Conshohocken
15706,Pompton Plains
15707,Niigata
15708,Fambach
15709,Dardilly
15710,Santa Clarita
15711,Bristol
15712,Karachi
15713,Marlboro
15714,Obfelden
15715,Frederiksberg
15716,Vallauris
15717,Sevilla
15718,Snoqualmie
15719,Reykjavik
15720,Boucherville
15721,Debary
15722,Yokohama
15723,Juazeiro
15724,Warren
15725,Redmond
15726,Caguas
15727,Goslar
15728,Arlington
15729,Cedar Rapids
15730,Kungki
15731,Fremont
15732,Bruxelles
15733,Rtp
15734,Marburg
15735,Lefkosa
15736,West Lafayette
15737,Brampton
15738,Durham
15739,Porto alegre
15740,Barcelona
15741,Hiroshima
15742,Gaza
15743,Fremont
15744,Lexington
15745,Palma de Mallorca
15746,Trenton
15747,Nashua
15748,Paraju
15749,Fairview Heights
15750,Birmensdorf
15751,Wetzlar
15752,Vallauris
15753,Highton
15754,Herndon
15755,Warrenton
15756,El Dorado Hills
15757,Würzburg
15758,Friedrichshafe
15759,Riverdale
15760,Knutsford
15761,Jacksonville
15762,Belmont
15763,Mayfield Village
15764,Franklin
15765,Carmichael
15766,Schlieren
15767,Fambach
15768,Milwaukee
15769,Münster
15770,Helsingborg
15771,Green bay
15772,Tampa
15773,Essex
15774,Fleet
15775,Redding
15776,Exeter
15777,Moreno Valley
15778,Rocklin
15779,Berlin-Adlershof
15780,Oklahoma city
15781,Cesena
15782,Battle Creek
15783,Huntington
15784,Stafford
15785,Paraju
15786,Butner
15787,Oshkosh
15788,Bedfordshire
15789,La Plata
15790,Fukushima
15791,Koblenz
15792,Lyngby
15793,Horsens
15794,Fairborn
15795,Heubach
15796,Pecs
15797,Courbevoie
15798,Gainesville
15799,Fukuoka
15800,Lahr
15801,Ciudad del Este
15802,Shenzhen
15803,Huntington Beach
15804,Billund
15805,Calgary
15806,Livermore
15807,Maserada sul Piave
15808,Bruxelles
15809,Lefkosa
15810,Melrose
15811,Coslada
15812,Turku
15813,Spring Valley
15814,Tadley
15815,New hartford
15816,Hohenfels
15817,Aberdeen
15818,Wakayama
15819,Obfelden
15820,Luedenscheid
15821,Cesena
15822,St. Louis
15823,Brookfield
15824,Columbia
15825,Marburg
15826,Bloomington
15827,New Delhi
15828,Munich
15829,Knutsford
15830,Saitama
15831,Biel
15832,Moorestown
15833,Sydney
15834,Madrid
15835,Pensacola
15836,San Jose
15837,Baarn
15838,Syracuse
15839,Swannanoa
15840,Harahan
15841,Lippetal
15842,Itu
15843,Rorschach
15844,Benbrook
15845,Tadley
15846,Saint Paul
15847,Burwood East
15848,New York
15849,Tours
15850,Mechelen
15851,Burlington
15852,Erpe-Mere
15853,Enschede
15854,Jacksonville
15855,Pottendorf
15856,Osaka
15857,New boston
15858,Tooele
15859,Northampton
15860,Slmea
15861,New orleans
15862,Cypress
15863,West Windsor
15864,Bloomington
15865,North bethesda
15866,Cobham
15867,Neuchâtel
15868,Annandale
15869,Hjallerup
15870,Maceio
15871,Englewood
15872,Kongserbg
15873,Pasadena
15874,München
15875,Banbury
15876,Las Vegas
15877,Tampa
15878,Irkutsk
15879,Gauteng
15880,Monmouth
15881,Longueuil
15882,Albuquerque
15883,New orleans
15884,Horsens
15885,Freising
15886,Bellerose
15887,Fuchstal-asch
15888,Framingham
15889,Denver
15890,Dallas
15891,Fairborn
15892,Cromwell
15893,Prague
15894,Shreveport
15895,Zürich
15896,Fort Saskatchewan
15897,Traralgon
15898,Jakarta
15899,Bartlesville
15900,Courbevoie
15901,Sacramento
15902,Aurora
15903,Santiago
15904,Cuenca
15905,Linz
15906,Colorado Springs
15907,Sapporo
15908,Rueil-Malmaison
15909,Rockville
15910,Helsinki
15911,Elche
15912,Villata
15913,Piacenza
15914,Almaty
15915,Maintenon
15916,Tooele
15917,Pétion-ville
15918,Ismaning
15919,Horb
15920,South Hadley
15921,Eden prairie
15922,Kozani
15923,Carmichael
15924,Stavanger
15925,Jun-nam
15926,Stocksbridge
15927,Novara
15928,Dorval
15929,New Haven
15930,Oldenburg
15931,Bolzano
15932,Pittsburgh
15933,Montreal
15934,Toulouse
15935,Alessandria
15936,Bad Camberg
15937,Cuenca
15938,Uetikon am See
15939,Pecs
15940,Bernex
15941,Bologna
15942,Coimbra
15943,Gelsenkirchen
15944,Americana
15945,Lathrop
15946,Hayward
15947,Bonn
15948,Nashua
15949,Amsterdam
15950,Aiken
15951,Milton Keynes
15952,West Chester
15953,St. Louis
15954,Kreuzau
15955,Burlington
15956,Paris
15957,Yucca
15958,Bonn
15959,Beaverton
15960,Tottori
15961,Zaandam
15962,Charlottesville
15963,Denver
15964,Zipf
15965,Schaumburg
15966,Buffalo
15967,Kyunnam
15968,Fornacette
15969,Holliston
15970,Sao paulo
15971,Fambach
15972,New Castle
15973,Tampa
15974,Swannanoa
15975,East Providence
15976,Lexington
15977,Woking
15978,Recife
15979,Graz
15980,Rheinfelden
15981,Chirignago
15982,Nuernberg
15983,Milton Keynes
15984,S. Bernardo do Campo
15985,Niles
15986,Neuchâtel
15987,Springfield
15988,Udine
15989,Pomona
15990,Irving
15991,Lodi
15992,Hartford
15993,Karlsruhe
15994,Hampton
15995,South Jordan
15996,Maserada sul Piave
15997,Altamonte Springs
15998,Longueuil
15999,Debary
16000,Springfield
16001,Parma
16002,Zafferana Etnea
16003,Billerica
16004,Chemnitz
16005,Albany
16006,St. Louis
16007,Roma
16008,New orleans
16009,Victoria
16010,Koppl
16011,Summerside
16012,Macclesfield
16013,San Francisco
16014,Lake Bluff
16015,Pasadena
16016,Novara
16017,Toledo
16018,Fountain Hills
16019,Salem
16020,Spring City
16021,Ribeirao preto
16022,King of Prussia
16023,S. Bernardo do Campo
16024,Matsuyama
16025,Richmond Hill
16026,Shizuoka
16027,Whitehouse Station
16028,Harsum
16029,King of Prussia
16030,Mechelen
16031,Pottendorf
16032,Ribeirao preto
16033,Eiksmarka
16034,San Ramon
16035,Americana
16036,Frankfurt am Main
16037,Tyne & Wear
16038,Milsons Point
16039,Milano
16040,Sao jose rio preto
16041,Dreieich
16042,Brossard
16043,Mclean
16044,Waite Park
16045,Framingaham
16046,Borger
16047,Pacific Grove
16048,Münster
16049,Bad Camberg
16050,Wörth
16051,Winnipeg
16052,Gersthofen
16053,Suwon-city
16054,Brno
16055,Cannock
16056,Kuopio
16057,Mt. Laurel
16058,Münster
16059,Tokushima
16060,Sihung-si
16061,Kochi
16062,Freising
16063,Oxford
16064,Berlin
16065,Augsburg
16066,Tours
16067,Philadelphia
16068,Eden prairie
16069,Mexico City
16070,Lahr
16071,Scottsdale
16072,Dietikon
16073,Salt Lake City
16074,Flower mound
16075,Saga
16076,Radovljica
16077,Herndon
16078,Sale
16079,Daejeon
16080,Reading
16081,Cape town
16082,Mechanicsburg
16083,Winnipeg
16084,Saga
16085,Gothenburg
16086,Barueri
16087,St Kilda
16088,Kristiansand
16089,Cheshire
16090,Grand-mere
16091,Yamagata
16092,Bedfordshire
16093,Lübeck
16094,Appenzell
16095,Sapporo
16096,Cedar Park
16097,Wien
16098,San Ramon
16099,Potsdam
16100,Gaithersburg
16101,Hanover
16102,Melrose
16103,Saint-vincent-de-dur
16104,Bingham Farms
16105,Lecanto
16106,Oxford
16107,Rosario
16108,Manchester
16109,Lublin
16110,Reston
16111,San Mateo
