projectName,startDate,CID,PID
inflation,12/08/2001,971527654,698916330
road,13/08/2001,20251323,692479257
marketing,14/08/2001,284545031,271017764
chocolate,15/08/2001,206701288,273524012
photo,16/08/2001,344594417,74622177
artisan,17/08/2001,623523821,641279675
lab,18/08/2001,179034020,856070107
clothes,19/08/2001,118166746,644039714
ambition,20/08/2001,263870401,198201748
wood,21/08/2001,307652215,385395973
thought,22/08/2001,397884849,470070319
bonus,23/08/2001,927627731,659992567
awareness,24/08/2001,713402654,759532296
signature,25/08/2001,129198085,611572010
menu,26/08/2001,998586926,695456558
classroom,27/08/2001,238361635,570677670
family,28/08/2001,331196517,75288487
reception,29/08/2001,823113981,981786815
judgment,30/08/2001,503267361,389275199
town,31/08/2001,318616057,597257135
child,01/09/2001,145155939,453079590
session,02/09/2001,716959073,587774471
steak,03/09/2001,595337786,224070124
shirt,04/09/2001,906327556,774126628
video,05/09/2001,879250622,955005798
extent,06/09/2001,328745009,585960341
recipe,07/09/2001,942760514,465395142
dinner,08/09/2001,68829037,997757348
tea,09/09/2001,790491367,721231194
contract,10/09/2001,917489689,85252504
student,11/09/2001,329358209,776164665
heart,12/09/2001,1484838,296791087
potato,13/09/2001,831136869,808094110
topic,14/09/2001,414887697,665694117
math,15/09/2001,135092364,784291646
poetry,16/09/2001,199291546,817677729
studio,17/09/2001,665851092,87614586
internet,18/09/2001,534366762,280132717
guitar,19/09/2001,328387155,200673424
dealer,20/09/2001,889617250,113688194
storage,21/09/2001,922388519,172145492
media,22/09/2001,261771346,73038427
language,23/09/2001,721475304,996390133
ad,24/09/2001,669424353,228341656
mixture,25/09/2001,108634512,927586233
reading,26/09/2001,733874802,469670837
engine,27/09/2001,367589971,925004446
newspaper,28/09/2001,657022520,58217120
bread,29/09/2001,521082400,66705654
breath,30/09/2001,470579967,694105414
dirt,01/10/2001,803212276,107944664
flight,02/10/2001,83019693,989633296
lake,03/10/2001,398973892,883012018
virus,04/10/2001,268529900,560657308
passenger,05/10/2001,100158818,513764040
speech,06/10/2001,821692,548081886
person,07/10/2001,360117917,407556341
sir,08/10/2001,595206199,116603361
artisan,09/10/2001,52133025,345745592
historian,10/10/2001,704395850,53076308
cheek,11/10/2001,83485251,145964182
basket,12/10/2001,375775730,580656258
user,13/10/2001,376959345,45633246
manager,14/10/2001,417006924,486043195
movie,15/10/2001,482642071,723239997
tea,16/10/2001,176272329,147657055
blood,17/10/2001,805621422,971443027
variation,18/10/2001,915270313,434330165
priority,19/10/2001,841549068,829696854
poem,20/10/2001,747973374,769830611
chocolate,21/10/2001,586347978,975038189
republic,22/10/2001,667817903,957379172
election,23/10/2001,475079556,488978096
emphasis,24/10/2001,2958778,36435211
writer,25/10/2001,444602742,800945631
fishing,26/10/2001,251777025,573187851
grocery,27/10/2001,82367719,299899002
employer,28/10/2001,791874258,107041135
driver,29/10/2001,840182659,278444553
guidance,30/10/2001,23364993,869415933
finding,31/10/2001,902289636,359410755
lake,01/11/2001,251486233,102111247
mall,02/11/2001,784156017,334097820
dinner,03/11/2001,140691717,46714792
ability,04/11/2001,370440483,933090441
art,05/11/2001,46990634,422570484
ad,06/11/2001,16774262,72451570
depth,07/11/2001,324249056,796629890
strategy,08/11/2001,963551477,290254260
accident,09/11/2001,676978173,346303125
society,10/11/2001,215430511,799438404
people,11/11/2001,718141373,149591697
tooth,12/11/2001,901649005,289495029
basis,13/11/2001,735704411,863165424
pizza,14/11/2001,592522623,418218588
person,15/11/2001,2230684,876423090
statement,16/11/2001,708142454,135773891
chemistry,17/11/2001,515509270,928972462
child,18/11/2001,551147260,737773438
death,19/11/2001,96515205,336143145
history,20/11/2001,971527654,110994504
airport,21/11/2001,20251323,466158123
homework,22/11/2001,284545031,913431763
soup,23/11/2001,206701288,273485498
language,24/11/2001,344594417,549811844
country,25/11/2001,623523821,608264779
client,26/11/2001,179034020,230558730
internet,27/11/2001,118166746,364449869
volume,28/11/2001,263870401,373636985
user,29/11/2001,307652215,556878321
attention,30/11/2001,397884849,851407092
procedure,01/12/2001,927627731,429932067
funeral,02/12/2001,713402654,971775284
injury,03/12/2001,129198085,637215893
judgment,04/12/2001,998586926,526633477
oven,05/12/2001,238361635,122407809
story,06/12/2001,331196517,149289529
republic,07/12/2001,823113981,710696995
emotion,08/12/2001,503267361,884757464
theory,09/12/2001,318616057,491693163
area,10/12/2001,145155939,572368389
drama,11/12/2001,716959073,609841775
scene,12/12/2001,595337786,782429994
cigarette,13/12/2001,906327556,916244349
device,14/12/2001,879250622,906344756
activity,15/12/2001,328745009,634234423
freedom,16/12/2001,942760514,763000387
hospital,17/12/2001,68829037,568430233
presence,18/12/2001,790491367,585116530
orange,19/12/2001,917489689,42500410
anxiety,20/12/2001,329358209,972951410
lake,21/12/2001,1484838,902942016
alcohol,22/12/2001,831136869,322808789
church,23/12/2001,414887697,807981923
hair,24/12/2001,135092364,178611715
fact,25/12/2001,199291546,224720657
newspaper,26/12/2001,665851092,407662295
actor,27/12/2001,534366762,427941688
attention,28/12/2001,328387155,569502892
goal,29/12/2001,889617250,358128984
truth,30/12/2001,922388519,114561072
leader,31/12/2001,261771346,449700397
event,01/01/2002,721475304,380848185
growth,02/01/2002,669424353,145685266
location,03/01/2002,108634512,627300258
driver,04/01/2002,733874802,79645980
bedroom,05/01/2002,367589971,56787890
hall,06/01/2002,657022520,332655270
reality,07/01/2002,521082400,885044477
attitude,08/01/2002,470579967,867881332
affair,09/01/2002,803212276,709131600
pie,10/01/2002,83019693,583036454
solution,11/01/2002,398973892,346779309
database,12/01/2002,268529900,458381948
message,13/01/2002,100158818,330319715
menu,14/01/2002,821692,352308147
airport,15/01/2002,360117917,388618696
throat,16/01/2002,595206199,302776530
fishing,17/01/2002,52133025,359276076
passenger,18/01/2002,704395850,813949720
guest,19/01/2002,83485251,813710551
promotion,20/01/2002,375775730,568455925
idea,21/01/2002,376959345,548005707
owner,22/01/2002,417006924,19246375
recipe,23/01/2002,482642071,574926071
economics,24/01/2002,176272329,140850461
guest,25/01/2002,805621422,169726073
courage,26/01/2002,915270313,350495098
driver,27/01/2002,841549068,991848851
device,28/01/2002,747973374,790401709
aspect,29/01/2002,586347978,359581265
inspector,30/01/2002,667817903,852572378
trainer,31/01/2002,475079556,361719652
strategy,01/02/2002,2958778,625372172
agency,02/02/2002,444602742,83922983
dealer,03/02/2002,251777025,495131329
love,04/02/2002,82367719,310231396
length,05/02/2002,791874258,525071633
article,06/02/2002,840182659,497631411
writer,07/02/2002,23364993,990202522
apple,08/02/2002,902289636,401019630
employer,09/02/2002,251486233,806326962
emphasis,10/02/2002,784156017,418588535
storage,11/02/2002,140691717,885775272
message,12/02/2002,370440483,965181325
reception,13/02/2002,46990634,93934791
chemistry,14/02/2002,16774262,631661557
fortune,15/02/2002,324249056,870461994
tongue,16/02/2002,963551477,70237562
arrival,17/02/2002,676978173,154505486
historian,18/02/2002,215430511,62319294
queen,19/02/2002,718141373,572331182
editor,20/02/2002,901649005,538466219
church,21/02/2002,735704411,628050102
height,22/02/2002,592522623,926008476
passenger,23/02/2002,2230684,280495461
night,24/02/2002,708142454,851758346
way,25/02/2002,515509270,273458578
basis,26/02/2002,551147260,764750543
system,27/02/2002,96515205,626095748
inflation,28/02/2002,971527654,811708297
road,01/03/2002,20251323,373621452
marketing,02/03/2002,284545031,398241160
chocolate,03/03/2002,206701288,865676121
photo,04/03/2002,344594417,700953821
artisan,05/03/2002,623523821,407429228
lab,06/03/2002,179034020,442261197
clothes,07/03/2002,118166746,340055645
ambition,08/03/2002,263870401,508829930
wood,09/03/2002,307652215,652378303
thought,10/03/2002,397884849,375557200
bonus,11/03/2002,927627731,581368516
awareness,12/03/2002,713402654,554969179
signature,13/03/2002,129198085,190171232
menu,14/03/2002,998586926,41216169
classroom,15/03/2002,238361635,169294967
family,16/03/2002,331196517,278570218
reception,17/03/2002,823113981,747920688
judgment,18/03/2002,503267361,247438771
town,19/03/2002,318616057,614275624
child,20/03/2002,145155939,153245264
session,21/03/2002,716959073,983675809
steak,22/03/2002,595337786,131076647
shirt,23/03/2002,906327556,208213107
video,24/03/2002,879250622,832835056
extent,25/03/2002,328745009,451424727
recipe,26/03/2002,942760514,791641331
dinner,27/03/2002,68829037,675402414
tea,28/03/2002,790491367,63799866
contract,29/03/2002,917489689,881586368
student,30/03/2002,329358209,116539246
heart,31/03/2002,1484838,595949398
potato,01/04/2002,831136869,741558438
topic,02/04/2002,414887697,295324575
math,03/04/2002,135092364,777357986
poetry,04/04/2002,199291546,124823373
studio,05/04/2002,665851092,229413496
internet,06/04/2002,534366762,290995626
guitar,07/04/2002,328387155,81697206
dealer,08/04/2002,889617250,688756320
storage,09/04/2002,922388519,623338874
media,10/04/2002,261771346,575193471
language,11/04/2002,721475304,698303083
ad,12/04/2002,669424353,94285249
mixture,13/04/2002,108634512,928210729
reading,14/04/2002,733874802,88180690
engine,15/04/2002,367589971,862778906
newspaper,16/04/2002,657022520,923353779
bread,17/04/2002,521082400,243410782
breath,18/04/2002,470579967,700672571
dirt,19/04/2002,803212276,910078703
flight,20/04/2002,83019693,196151675
lake,21/04/2002,398973892,559193430
virus,22/04/2002,268529900,935387283
passenger,23/04/2002,100158818,473952925
speech,24/04/2002,821692,33460592
person,25/04/2002,360117917,643893305
sir,26/04/2002,595206199,405249509
artisan,27/04/2002,52133025,976381815
historian,28/04/2002,704395850,920135502
cheek,29/04/2002,83485251,532561096
basket,30/04/2002,375775730,772655633
user,01/05/2002,376959345,876995184
manager,02/05/2002,417006924,314676829
movie,03/05/2002,482642071,246153248
tea,04/05/2002,176272329,967006217
blood,05/05/2002,805621422,225162286
variation,06/05/2002,915270313,652181363
priority,07/05/2002,841549068,540015439
poem,08/05/2002,747973374,939316374
chocolate,09/05/2002,586347978,975143354
republic,10/05/2002,667817903,968629587
election,11/05/2002,475079556,262567400
emphasis,12/05/2002,2958778,466817100
writer,13/05/2002,444602742,495539260
fishing,14/05/2002,251777025,735420342
grocery,15/05/2002,82367719,404235324
employer,16/05/2002,791874258,594626990
driver,17/05/2002,840182659,989921046
guidance,18/05/2002,23364993,212749804
finding,19/05/2002,902289636,867018572
lake,20/05/2002,251486233,527713409
mall,21/05/2002,784156017,789341687
dinner,22/05/2002,140691717,88053612
ability,23/05/2002,370440483,884060606
art,24/05/2002,46990634,912804312
ad,25/05/2002,16774262,285480473
depth,26/05/2002,324249056,447346192
strategy,27/05/2002,963551477,226212553
accident,28/05/2002,676978173,18890424
society,29/05/2002,215430511,811851938
people,30/05/2002,718141373,581218110
tooth,31/05/2002,901649005,837138235
basis,01/06/2002,735704411,418791282
pizza,02/06/2002,592522623,562208019
person,03/06/2002,2230684,950675047
statement,04/06/2002,708142454,532993674
chemistry,05/06/2002,515509270,92047752
child,06/06/2002,551147260,443515820
death,07/06/2002,96515205,671258108
history,08/06/2002,971527654,957788608
airport,09/06/2002,20251323,557681758
homework,10/06/2002,284545031,864947468
soup,11/06/2002,206701288,630924602
language,12/06/2002,344594417,637706894
country,13/06/2002,623523821,466981434
client,14/06/2002,179034020,53077539
internet,15/06/2002,118166746,387770579
volume,16/06/2002,263870401,923906324
user,17/06/2002,307652215,502260892
attention,18/06/2002,397884849,16873284
procedure,19/06/2002,927627731,213753808
funeral,20/06/2002,713402654,331429200
injury,21/06/2002,129198085,757319505
judgment,22/06/2002,998586926,752314738
oven,23/06/2002,238361635,699426535
story,24/06/2002,331196517,15913178
republic,25/06/2002,823113981,590649999
emotion,26/06/2002,503267361,138896957
theory,27/06/2002,318616057,892470709
area,28/06/2002,145155939,334971867
drama,29/06/2002,716959073,560284044
scene,30/06/2002,595337786,962614462
cigarette,01/07/2002,906327556,811935292
device,02/07/2002,879250622,348821396
activity,03/07/2002,328745009,843834367
freedom,04/07/2002,942760514,593072671
hospital,05/07/2002,68829037,702614839
presence,06/07/2002,790491367,624146201
orange,07/07/2002,917489689,602036341
anxiety,08/07/2002,329358209,313339426
lake,09/07/2002,1484838,574387925
alcohol,10/07/2002,831136869,451776762
church,11/07/2002,414887697,592011631
hair,12/07/2002,135092364,888930212
fact,13/07/2002,199291546,566052973
newspaper,14/07/2002,665851092,448409614
actor,15/07/2002,534366762,657218669
attention,16/07/2002,328387155,686420025
goal,17/07/2002,889617250,633907860
truth,18/07/2002,922388519,340454151
leader,19/07/2002,261771346,495892085
event,20/07/2002,721475304,334173811
growth,21/07/2002,669424353,150599705
location,22/07/2002,108634512,553654113
driver,23/07/2002,733874802,486938197
bedroom,24/07/2002,367589971,639500107
hall,25/07/2002,657022520,160674789
reality,26/07/2002,521082400,600552060
attitude,27/07/2002,470579967,839475365
affair,28/07/2002,803212276,184989035
pie,29/07/2002,83019693,281381553
solution,30/07/2002,398973892,693613210
database,31/07/2002,268529900,20314166
message,01/08/2002,100158818,465457662
menu,02/08/2002,821692,800419241
airport,03/08/2002,360117917,720332113
throat,04/08/2002,595206199,617639646
fishing,05/08/2002,52133025,48922916
passenger,06/08/2002,704395850,405526921
guest,07/08/2002,83485251,461903642
promotion,08/08/2002,375775730,441793339
idea,09/08/2002,376959345,312317354
owner,10/08/2002,417006924,717587319
recipe,11/08/2002,482642071,971353750
economics,12/08/2002,176272329,816394499
guest,13/08/2002,805621422,729059445
courage,14/08/2002,915270313,29682452
driver,15/08/2002,841549068,975023201
device,16/08/2002,747973374,107148782
aspect,17/08/2002,586347978,106670400
inspector,18/08/2002,667817903,918754493
trainer,19/08/2002,475079556,15173678
strategy,20/08/2002,2958778,421690004
agency,21/08/2002,444602742,298702556
dealer,22/08/2002,251777025,508607742
love,23/08/2002,82367719,302012260
length,24/08/2002,791874258,864599175
article,25/08/2002,840182659,849172021
writer,26/08/2002,23364993,410111668
apple,27/08/2002,902289636,692724428
employer,28/08/2002,251486233,814623263
emphasis,29/08/2002,784156017,925102048
storage,30/08/2002,140691717,526921194
message,31/08/2002,370440483,835315799
reception,01/09/2002,46990634,371358475
chemistry,02/09/2002,16774262,427104486
fortune,03/09/2002,324249056,499785491
tongue,04/09/2002,963551477,872783831
arrival,05/09/2002,676978173,135101074
historian,06/09/2002,215430511,529394816
queen,07/09/2002,718141373,390637993
editor,08/09/2002,901649005,165365339
church,09/09/2002,735704411,455811627
height,10/09/2002,592522623,169193301
passenger,11/09/2002,2230684,29502990
night,12/09/2002,708142454,194763020
way,13/09/2002,515509270,884082361
basis,14/09/2002,551147260,289423111
system,15/09/2002,96515205,404885672
inflation,16/09/2002,971527654,931145967
road,17/09/2002,20251323,146492671
marketing,18/09/2002,284545031,643053627
chocolate,19/09/2002,206701288,854129684
photo,20/09/2002,344594417,318319489
artisan,21/09/2002,623523821,453360003
lab,22/09/2002,179034020,286940130
clothes,23/09/2002,118166746,561676025
ambition,24/09/2002,263870401,318461252
wood,25/09/2002,307652215,804053326
thought,26/09/2002,397884849,461780968
bonus,27/09/2002,927627731,752299781
awareness,28/09/2002,713402654,303856399
signature,29/09/2002,129198085,475469966
menu,30/09/2002,998586926,370673536
classroom,01/10/2002,238361635,844294918
family,02/10/2002,331196517,991368470
reception,03/10/2002,823113981,531617455
judgment,04/10/2002,503267361,241353006
town,05/10/2002,318616057,778224766
child,06/10/2002,145155939,900798754
session,07/10/2002,716959073,537611541
steak,08/10/2002,595337786,441541764
shirt,09/10/2002,906327556,778992352
video,10/10/2002,879250622,466471916
extent,11/10/2002,328745009,108115560
recipe,12/10/2002,942760514,79193205
dinner,13/10/2002,68829037,149017489
tea,14/10/2002,790491367,231340729
contract,15/10/2002,917489689,170635366
student,16/10/2002,329358209,256132091
heart,17/10/2002,1484838,794009203
potato,18/10/2002,831136869,38063368
topic,19/10/2002,414887697,120879961
math,20/10/2002,135092364,281896931
poetry,21/10/2002,199291546,177195372
studio,22/10/2002,665851092,525167425
internet,23/10/2002,534366762,841831845
guitar,24/10/2002,328387155,116249290
dealer,25/10/2002,889617250,438562466
storage,26/10/2002,922388519,707567470
media,27/10/2002,261771346,786858210
language,28/10/2002,721475304,211256788
ad,29/10/2002,669424353,905889942
mixture,30/10/2002,108634512,13216941
reading,31/10/2002,733874802,105736985
engine,01/11/2002,367589971,469224379
newspaper,02/11/2002,657022520,667013979
bread,03/11/2002,521082400,64623840
breath,04/11/2002,470579967,600124177
dirt,05/11/2002,803212276,244373333
flight,06/11/2002,83019693,583900166
lake,07/11/2002,398973892,462989373
virus,08/11/2002,268529900,382269018
passenger,09/11/2002,100158818,60503220
speech,10/11/2002,821692,709639248
person,11/11/2002,360117917,120777781
sir,12/11/2002,595206199,798685814
artisan,13/11/2002,52133025,603600835
historian,14/11/2002,704395850,739143550
cheek,15/11/2002,83485251,460573454
basket,16/11/2002,375775730,906477149
user,17/11/2002,376959345,731174572
manager,18/11/2002,417006924,805772538
movie,19/11/2002,482642071,137395853
tea,20/11/2002,176272329,294900526
blood,21/11/2002,805621422,745034711
variation,22/11/2002,915270313,309309164
priority,23/11/2002,841549068,202244582
poem,24/11/2002,747973374,525087840
chocolate,25/11/2002,586347978,874491604
republic,26/11/2002,667817903,861780959
election,27/11/2002,475079556,766089411
emphasis,28/11/2002,2958778,931106757
writer,29/11/2002,444602742,61190775
fishing,30/11/2002,251777025,854415959
grocery,01/12/2002,82367719,240016783
employer,02/12/2002,791874258,736715802
driver,03/12/2002,840182659,701781603
guidance,04/12/2002,23364993,103622511
finding,05/12/2002,902289636,940286847
lake,06/12/2002,251486233,428455522
mall,07/12/2002,784156017,142916695
dinner,08/12/2002,140691717,728012901
ability,09/12/2002,370440483,490277113
art,10/12/2002,46990634,325946144
ad,11/12/2002,16774262,742248289
depth,12/12/2002,324249056,555265851
strategy,13/12/2002,963551477,544681952
accident,14/12/2002,676978173,981820493
society,15/12/2002,215430511,432069341
people,16/12/2002,718141373,134722667
tooth,17/12/2002,901649005,660807020
basis,18/12/2002,735704411,926843077
pizza,19/12/2002,592522623,524527208
person,20/12/2002,2230684,123633749
statement,21/12/2002,708142454,170130901
chemistry,22/12/2002,515509270,424855655
child,23/12/2002,551147260,668886614
death,24/12/2002,96515205,982154471
history,25/12/2002,971527654,764183620
airport,26/12/2002,20251323,226036923
homework,27/12/2002,284545031,189447413
soup,28/12/2002,206701288,569143143
language,29/12/2002,344594417,286606140
country,30/12/2002,623523821,457325174
client,31/12/2002,179034020,807980284
internet,01/01/2003,118166746,963426135
volume,02/01/2003,263870401,586294004
user,03/01/2003,307652215,319873900
attention,04/01/2003,397884849,943007521
procedure,05/01/2003,927627731,538792661
funeral,06/01/2003,713402654,690389733
injury,07/01/2003,129198085,971004462
judgment,08/01/2003,998586926,879948323
oven,09/01/2003,238361635,594969900
story,10/01/2003,331196517,990369450
republic,11/01/2003,823113981,240451771
emotion,12/01/2003,503267361,856872696
theory,13/01/2003,318616057,825681196
area,14/01/2003,145155939,679538947
drama,15/01/2003,716959073,371946874
scene,16/01/2003,595337786,934543259
cigarette,17/01/2003,906327556,531811015
device,18/01/2003,879250622,120444465
activity,19/01/2003,328745009,19193274
freedom,20/01/2003,942760514,823655936
hospital,21/01/2003,68829037,793061092
presence,22/01/2003,790491367,715751560
orange,23/01/2003,917489689,382458054
anxiety,24/01/2003,329358209,960433239
lake,25/01/2003,1484838,771068934
alcohol,26/01/2003,831136869,297262104
church,27/01/2003,414887697,70600677
hair,28/01/2003,135092364,590396083
fact,29/01/2003,199291546,681573836
newspaper,30/01/2003,665851092,482716166
actor,31/01/2003,534366762,331976730
attention,01/02/2003,328387155,825888326
goal,02/02/2003,889617250,980869403
truth,03/02/2003,922388519,914504726
leader,04/02/2003,261771346,118188766
event,05/02/2003,721475304,255414605
growth,06/02/2003,669424353,555475654
location,07/02/2003,108634512,304811561
driver,08/02/2003,733874802,300272851
bedroom,09/02/2003,367589971,768342563
hall,10/02/2003,657022520,274515592
reality,11/02/2003,521082400,451998360
attitude,12/02/2003,470579967,169275466
affair,13/02/2003,803212276,149802837
pie,14/02/2003,83019693,285217376
solution,15/02/2003,398973892,219713151
database,16/02/2003,268529900,447783726
message,17/02/2003,100158818,612207361
menu,18/02/2003,821692,686485309
airport,19/02/2003,360117917,652628517
throat,20/02/2003,595206199,980121197
fishing,21/02/2003,52133025,72738625
passenger,22/02/2003,704395850,582068116
guest,23/02/2003,83485251,905979412
promotion,24/02/2003,375775730,663888118
idea,25/02/2003,376959345,556927198
owner,26/02/2003,417006924,169831568
recipe,27/02/2003,482642071,454316430
economics,28/02/2003,176272329,300084467
guest,01/03/2003,805621422,310423608
courage,02/03/2003,915270313,525553867
driver,03/03/2003,841549068,756704590
device,04/03/2003,747973374,338347080
aspect,05/03/2003,586347978,296750537
inspector,06/03/2003,667817903,537557771
trainer,07/03/2003,475079556,240210579
strategy,08/03/2003,2958778,545537488
agency,09/03/2003,444602742,404798112
dealer,10/03/2003,251777025,653178558
love,11/03/2003,82367719,515248207
length,12/03/2003,791874258,269483158
article,13/03/2003,840182659,373348838
writer,14/03/2003,23364993,199149067
apple,15/03/2003,902289636,660399948
employer,16/03/2003,251486233,824880682
emphasis,17/03/2003,784156017,204565955
storage,18/03/2003,140691717,803717383
message,19/03/2003,370440483,954796480
reception,20/03/2003,46990634,633357605
chemistry,21/03/2003,16774262,755360830
fortune,22/03/2003,324249056,494379577
tongue,23/03/2003,963551477,584197633
arrival,24/03/2003,676978173,170448753
historian,25/03/2003,215430511,72451268
queen,26/03/2003,718141373,551108368
editor,27/03/2003,901649005,360046964
church,28/03/2003,735704411,577452684
height,29/03/2003,592522623,750997151
passenger,30/03/2003,2230684,155027463
night,31/03/2003,708142454,702632492
way,01/04/2003,515509270,827555808
basis,02/04/2003,551147260,881829152
system,03/04/2003,96515205,967250011
inflation,04/04/2003,971527654,238901140
road,05/04/2003,20251323,348622060
marketing,06/04/2003,284545031,678455469
chocolate,07/04/2003,206701288,540139280
photo,08/04/2003,344594417,525833046
artisan,09/04/2003,623523821,364379484
lab,10/04/2003,179034020,137138643
clothes,11/04/2003,118166746,147355480
ambition,12/04/2003,263870401,962682490
wood,13/04/2003,307652215,160449578
thought,14/04/2003,397884849,759846260
bonus,15/04/2003,927627731,285381975
awareness,16/04/2003,713402654,251621798
signature,17/04/2003,129198085,104520164
menu,18/04/2003,998586926,692108070
classroom,19/04/2003,238361635,588559506
family,20/04/2003,331196517,900161013
reception,21/04/2003,823113981,764757224
judgment,22/04/2003,503267361,63720387
town,23/04/2003,318616057,614594597
child,24/04/2003,145155939,194773424
session,25/04/2003,716959073,745262701
steak,26/04/2003,595337786,134701676
shirt,27/04/2003,906327556,252931948
video,28/04/2003,879250622,614796197
extent,29/04/2003,328745009,224108784
recipe,30/04/2003,942760514,550110155
dinner,01/05/2003,68829037,619428852
tea,02/05/2003,790491367,718567112
contract,03/05/2003,917489689,959494424
student,04/05/2003,329358209,340565559
heart,05/05/2003,1484838,463403105
potato,06/05/2003,831136869,361801803
topic,07/05/2003,414887697,14549063
math,08/05/2003,135092364,840849805
poetry,09/05/2003,199291546,31530243
studio,10/05/2003,665851092,892319384
internet,11/05/2003,534366762,337818304
guitar,12/05/2003,328387155,892839190
dealer,13/05/2003,889617250,670753051
storage,14/05/2003,922388519,246509324
media,15/05/2003,261771346,100801441
language,16/05/2003,721475304,807844567
ad,17/05/2003,669424353,251066145
mixture,18/05/2003,108634512,310833005
reading,19/05/2003,733874802,740885918
engine,20/05/2003,367589971,681789200
newspaper,21/05/2003,657022520,934730898
bread,22/05/2003,521082400,376224142
breath,23/05/2003,470579967,298916291
dirt,24/05/2003,803212276,655468069
flight,25/05/2003,83019693,781768370
lake,26/05/2003,398973892,566659798
virus,27/05/2003,268529900,417245080
passenger,28/05/2003,100158818,34830041
speech,29/05/2003,821692,140627520
person,30/05/2003,360117917,364157000
sir,31/05/2003,595206199,382613360
artisan,01/06/2003,52133025,159723828
historian,02/06/2003,704395850,131762947
cheek,03/06/2003,83485251,279317727
basket,04/06/2003,375775730,974874767
user,05/06/2003,376959345,836760789
manager,06/06/2003,417006924,163844703
movie,07/06/2003,482642071,741435699
tea,08/06/2003,176272329,626336617
blood,09/06/2003,805621422,54048036
variation,10/06/2003,915270313,382590209
priority,11/06/2003,841549068,93080910
poem,12/06/2003,747973374,108591086
chocolate,13/06/2003,586347978,788386821
republic,14/06/2003,667817903,120820572
election,15/06/2003,475079556,332107695
emphasis,16/06/2003,2958778,350397621
writer,17/06/2003,444602742,277310402
fishing,18/06/2003,251777025,299199073
grocery,19/06/2003,82367719,578682632
employer,20/06/2003,791874258,63436388
driver,21/06/2003,840182659,398433446
guidance,22/06/2003,23364993,43468509
finding,23/06/2003,902289636,94093034
lake,24/06/2003,251486233,159287457
mall,25/06/2003,784156017,438774350
dinner,26/06/2003,140691717,409493372
ability,27/06/2003,370440483,783148978
art,28/06/2003,46990634,695453289
ad,29/06/2003,16774262,752280128
depth,30/06/2003,324249056,269911016
strategy,01/07/2003,963551477,110782777
accident,02/07/2003,676978173,739762390
society,03/07/2003,215430511,363069492
people,04/07/2003,718141373,303811406
tooth,05/07/2003,901649005,18550043
basis,06/07/2003,735704411,563232606
pizza,07/07/2003,592522623,963689009
person,08/07/2003,2230684,355559842
statement,09/07/2003,708142454,130486824
chemistry,10/07/2003,515509270,388346369
child,11/07/2003,551147260,872818985
death,12/07/2003,96515205,859314770
history,13/07/2003,971527654,698475702
airport,14/07/2003,20251323,787563776
homework,15/07/2003,284545031,915513946
soup,16/07/2003,206701288,145184014
language,17/07/2003,344594417,660859743
country,18/07/2003,623523821,944568761
client,19/07/2003,179034020,301069741
internet,20/07/2003,118166746,445040446
volume,21/07/2003,263870401,107788899
user,22/07/2003,307652215,739073587
attention,23/07/2003,397884849,629166792
procedure,24/07/2003,927627731,676404078
funeral,25/07/2003,713402654,788864728
injury,26/07/2003,129198085,576649758
judgment,27/07/2003,998586926,520656145
oven,28/07/2003,238361635,616062808
story,29/07/2003,331196517,459598338
republic,30/07/2003,823113981,585270047
emotion,31/07/2003,503267361,432808093
theory,01/08/2003,318616057,333298517
area,02/08/2003,145155939,974563096
drama,03/08/2003,716959073,245570932
scene,04/08/2003,595337786,689388030
cigarette,05/08/2003,906327556,334990991
device,06/08/2003,879250622,599616414
activity,07/08/2003,328745009,152940729
freedom,08/08/2003,942760514,67916618
hospital,09/08/2003,68829037,654343255
presence,10/08/2003,790491367,556027907
orange,11/08/2003,917489689,127970378
anxiety,12/08/2003,329358209,198062364
lake,13/08/2003,1484838,268322412
alcohol,14/08/2003,831136869,240879423
church,15/08/2003,414887697,973395372
hair,16/08/2003,135092364,476661373
fact,17/08/2003,199291546,304735557
newspaper,18/08/2003,665851092,596216674
actor,19/08/2003,534366762,31459924
attention,20/08/2003,328387155,278877981
goal,21/08/2003,889617250,588567464
truth,22/08/2003,922388519,300913573
leader,23/08/2003,261771346,579240301
event,24/08/2003,721475304,291046425
growth,25/08/2003,669424353,518131223
location,26/08/2003,108634512,145370113
driver,27/08/2003,733874802,443026638
bedroom,28/08/2003,367589971,771146344
hall,29/08/2003,657022520,121404495
reality,30/08/2003,521082400,809847210
attitude,31/08/2003,470579967,411018582
affair,01/09/2003,803212276,84168485
pie,02/09/2003,83019693,712679477
solution,03/09/2003,398973892,594329160
database,04/09/2003,268529900,399921237
message,05/09/2003,100158818,594923774
menu,06/09/2003,821692,606449656
airport,07/09/2003,360117917,916042793
throat,08/09/2003,595206199,873783174
fishing,09/09/2003,52133025,786490414
passenger,10/09/2003,704395850,554768134
guest,11/09/2003,83485251,745072103
promotion,12/09/2003,375775730,633653734
idea,13/09/2003,376959345,42656420
owner,14/09/2003,417006924,674695225
recipe,15/09/2003,482642071,340849878
economics,16/09/2003,176272329,488338002
guest,17/09/2003,805621422,742734654
courage,18/09/2003,915270313,151960653
driver,19/09/2003,841549068,177259746
device,20/09/2003,747973374,89829369
aspect,21/09/2003,586347978,990834213
